name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13617, USA",2021-01-13,33,23.7,30.4,27.3,23,25.2,26.1,84.1,0.03,,16.67,,0,4.81,21.9,11.4,207.3,1012.1,58.1,88.3,,,0,,2021-01-13T07:34:50,2021-01-13T16:44:23,0,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-14,35.8,30.7,33,35.7,27.1,31.2,29.1,85.45,0.01,,4.17,,0,4.09,,5.8,131.8,1009.9,60.9,87.3,,,0,,2021-01-14T07:34:20,2021-01-14T16:45:37,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-15,35.9,23.8,30.6,29.2,18.9,25.8,26.6,85.18,0,,0,,0,3.71,28.9,9.6,68.7,1013.8,24.4,86.6,,,0,,2021-01-15T07:33:48,2021-01-15T16:46:52,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-16,33.7,31.9,32.7,32.9,25.6,27.6,30.9,93.11,0.9,,95.83,,4.21,7.64,25.3,7.9,128.2,998.7,57.6,84.3,,,0,,2021-01-16T07:33:13,2021-01-16T16:48:08,0.06,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-17,32.8,25.6,30.3,25.6,16.4,21.4,26,84.04,0.04,,37.5,,3,10.64,27.7,13.8,267.7,996.4,59.7,87.7,,,0,,2021-01-17T07:32:37,2021-01-17T16:49:25,0.1,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-18,24.4,4.6,17.3,14.2,4.6,9.2,10.7,75.45,0.01,,8.33,,0.37,11.01,20.8,10.5,289.8,1007.8,35.9,91,,,0,,2021-01-18T07:31:58,2021-01-18T16:50:43,0.14,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-19,23.3,1.7,14.4,23,1.7,13.4,10.2,83.2,0.03,,16.67,,1.03,12.04,,4.8,203,1014.9,48.1,90.1,,,0,,2021-01-19T07:31:16,2021-01-19T16:52:02,0.19,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-20,21.8,-2.4,14.1,21.8,-2.4,7.6,7.7,75.99,0.02,,16.67,,1.06,13.1,18.3,13,271.9,1015.4,39.6,58.6,,,0,,2021-01-20T07:30:32,2021-01-20T16:53:21,0.23,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-21,33.9,1,20,28.1,-3.3,13.3,14.9,80.29,0.08,,29.17,,0.53,13.63,22.5,15.7,119.8,1002.7,77.7,15.5,,,0,,2021-01-21T07:29:46,2021-01-21T16:54:42,0.28,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,71161099999,71300099999"
"13617, USA",2021-01-22,34.1,16.7,25.5,27.2,4.9,16.6,17.1,70.43,0,,0,,0.13,13.75,,11.3,286.3,1005.2,65.9,74.9,,,0,,2021-01-22T07:28:58,2021-01-22T16:56:03,0.33,Partially cloudy,Partly cloudy throughout the day.,snow,"KMSS,72622394725,71161099999"
"13617, USA",2021-01-23,15.5,4.5,8.1,3.1,-13.3,-6.2,-1.7,64,0,,0,,0,10.19,23,15.4,284,1021.1,27.3,76.7,,,0,,2021-01-23T07:28:08,2021-01-23T16:57:24,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KMSS,72622394725,71161099999"
"13617, USA",2021-01-24,15.8,-0.4,5.8,4.8,-14.5,-6.7,-4.2,63.88,0,,0,,3.23,13.13,,18.3,265.5,1024.9,0,57.4,,,0,,2021-01-24T07:27:15,2021-01-24T16:58:46,0.41,Clear,Clear conditions throughout the day.,snow,"KMSS,72622394725,KGTB,71161099999"
"13617, USA",2021-01-25,26.8,-0.5,14.6,26.8,-0.5,14,8,75.35,0,,0,,0.33,13.41,,5.2,161.2,1021.6,54,71.1,,,0,,2021-01-25T07:26:21,2021-01-25T17:00:09,0.44,Partially cloudy,Partly cloudy throughout the day.,snow,"KMSS,72622394725,KGTB,71161099999"
"13617, USA",2021-01-26,28.1,18.7,23.5,23.1,11,16.3,19,82.99,0.1,,33.33,,0.93,13.5,,13,62.5,1016.1,54.2,73.9,,,0,,2021-01-26T07:25:24,2021-01-26T17:01:32,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KMSS,72622394725,KGTB,71161099999"
"13617, USA",2021-01-27,24.6,19.4,22.4,22.1,10.1,14.1,16.5,77.83,0.01,,8.33,,0.56,14.05,,11.4,230,1019.1,67.8,75,,,0,,2021-01-27T07:24:25,2021-01-27T17:02:55,0.49,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-28,18.7,3,11.5,10.6,-14.2,-1.7,3.2,68.73,0,,0,,0,13.96,27.5,13.5,294.5,1024.1,59.2,71.6,,,0,,2021-01-28T07:23:25,2021-01-28T17:04:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-29,10,-1.1,3.7,-1.7,-17.1,-9.8,-5.9,63.93,0,,0,,0,13.88,19.7,10.9,291.6,1025.2,39.6,90.5,,,0,,2021-01-29T07:22:22,2021-01-29T17:05:43,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-30,12.3,-7.2,2.3,4.2,-15.7,-5.9,-4.6,73.01,0.01,,8.33,,0,13.5,,9.6,238.8,1028.4,30.5,91.5,,,0,,2021-01-30T07:21:18,2021-01-30T17:07:08,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-01-31,10.5,-12.2,-1.2,2.4,-13.1,-7,-8.6,71.01,0,,4.17,,0.46,13.44,,9.9,33.2,1028.5,2,91.3,,,0,,2021-01-31T07:20:11,2021-01-31T17:08:32,0.54,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-01,17.8,-4.7,6.2,6.6,-17.2,-6,-1.4,71.09,0,,0,,0.4,13.82,27.7,15.2,40.2,1022.9,3.7,92.3,,,0,,2021-02-01T07:19:03,2021-02-01T17:09:57,0.59,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-02,28.8,7.6,21.8,20.3,-2,11,17.7,83.97,0.15,,45.83,,4.89,18.71,29.2,16.1,37.6,1010.6,43.3,86.5,,,0,,2021-02-02T07:17:53,2021-02-02T17:11:22,0.63,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-03,30.4,24.9,27.5,25.2,14.3,18.6,19.6,73.1,0.17,,50,,3.03,21.74,26.4,13.3,319.4,1004.2,56.8,88.3,,,0,,2021-02-03T07:16:41,2021-02-03T17:12:47,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-04,34.2,14,24.8,28.7,10.2,18.2,14.4,65.05,0,,4.17,,0,21.44,19.5,8.9,259,1010.8,10.1,90.3,,,0,,2021-02-04T07:15:28,2021-02-04T17:14:12,0.74,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-05,36.2,12.2,26.4,26.7,5.8,17.7,19.2,74.64,0.05,,25,,1.16,20.3,31.9,19.7,173.1,1001.3,42.3,89.8,,,0,,2021-02-05T07:14:12,2021-02-05T17:15:37,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-06,24,9.7,20,12.6,5.8,9.3,8.7,62.01,0,,4.17,,0.92,21.22,34,20.4,232.9,1011.8,49,89.3,,,0,,2021-02-06T07:12:56,2021-02-06T17:17:03,0.85,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-07,25.6,7.4,17.4,23.9,2.8,12.2,9.8,72.16,0.03,,20.83,,0.13,21.32,23,11.5,187.1,1015.6,46.7,90.4,,,0,,2021-02-07T07:11:37,2021-02-07T17:18:28,0.9,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-08,20.1,-0.6,10.6,14.4,-10.7,3.4,1.6,67.99,0.01,,8.33,,0.54,21.85,21.9,9.2,204.7,1027.1,24.3,91.7,,,0,,2021-02-08T07:10:17,2021-02-08T17:19:53,0.94,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-09,23.2,12.3,16.8,23.2,8.6,15.6,11.7,80.03,0.06,,45.83,,0.16,22.01,,4.6,84,1025.1,61.4,84.8,,,0,,2021-02-09T07:08:56,2021-02-09T17:21:18,0.97,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-10,21,6.3,13.2,20.2,-1.4,7.6,3.6,66.85,0,,4.17,,0,21.94,,8.9,224.5,1026.7,71.4,40,,,0,,2021-02-10T07:07:33,2021-02-10T17:22:42,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-11,17.8,3.1,10.2,7.3,-5.5,3,-1.8,59.49,0,,0,,0.05,21.82,19.7,12.2,306.5,1028.5,41.6,9.9,,,0,,2021-02-11T07:06:08,2021-02-11T17:24:07,1,Partially cloudy,Clearing in the afternoon.,snow,"CXKE,KMSS,72622394725,KGTB"
"13617, USA",2021-02-12,7.4,-11.5,-1.6,-1.3,-20.3,-8.6,-13.3,57.65,0,,0,,0,21.77,,8.5,292,1032.2,13.1,9.9,,,0,,2021-02-12T07:04:43,2021-02-12T17:25:32,0,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB"
"13617, USA",2021-02-13,8.8,-15.3,-1.3,3.4,-22.7,-7,-10.7,64.35,0.01,,4.17,,0,21.46,,7.4,157,1031.1,18.1,77,,,0,,2021-02-13T07:03:15,2021-02-13T17:26:56,0.02,Snow,Clear conditions throughout the day with late afternoon rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-14,21.6,6.4,12.3,20.2,-3.9,6.2,4,69.45,0.02,,20.83,,0,21.4,,9,170,1025.8,32.7,91,,,0,,2021-02-14T07:01:47,2021-02-14T17:28:20,0.04,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-15,23.7,9.2,18.1,23.3,9.2,15.8,10.6,72.2,0,,0,,2.2,23.52,,6.2,57.7,1025.3,56.5,91.1,,,0,,2021-02-15T07:00:17,2021-02-15T17:29:44,0.07,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-16,21.1,10.2,16.7,11.5,-2,4.5,12.6,83.56,0.39,,62.5,,1.32,24.83,23,13.8,163.4,1008.9,51,74.6,,,0,,2021-02-16T06:58:46,2021-02-16T17:31:08,0.1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-17,19.3,-2.7,9.3,8.9,-15.9,-1.4,-0.7,64.41,0.01,,8.33,,0.16,23.59,19.7,11.1,233.5,1028.3,5.9,93.9,,,0,,2021-02-17T06:57:14,2021-02-17T17:32:32,0.14,Snow,Clear conditions throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-18,23.6,-2.9,13.1,17.9,-2.9,9.1,4.9,70.45,0,,0,,0.15,22.42,,6.9,85.4,1031.5,30.8,86.8,,,0,,2021-02-18T06:55:41,2021-02-18T17:33:55,0.19,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-19,20.8,11.4,17.8,19.8,5.9,10.7,11.5,76.27,0.03,,16.67,,0.14,21.79,,9.6,105.8,1022.8,84.1,25.7,,,0,,2021-02-19T06:54:07,2021-02-19T17:35:18,0.24,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-20,24.5,11,17.8,15.8,0.7,8.8,10.5,73.69,0,,0,,0.09,21.61,17.2,10.7,268,1021.4,88.1,8.4,,,0,,2021-02-20T06:52:31,2021-02-20T17:36:41,0.28,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,71161099999,71300099999"
"13617, USA",2021-02-21,29.4,-1.8,15.8,21.7,-12.2,10.2,6.1,67.3,0,,0,,0,20.99,,9.1,243.1,1031.2,8.1,40.7,,,0,,2021-02-21T06:50:55,2021-02-21T17:38:03,0.33,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-22,34.3,13.4,26.5,26.9,7.3,19.6,20.6,78.58,0.08,,50,,0,20.29,31.1,11.4,151,1010.4,54.2,91.6,,,0,,2021-02-22T06:49:17,2021-02-22T17:39:25,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-23,36.3,32.5,34.1,29.1,24,26.7,29.2,82.2,0.04,,29.17,,0,20.08,24.2,12.3,225,1000.9,60.6,78.3,,,0,,2021-02-23T06:47:39,2021-02-23T17:40:47,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-24,38.1,27.6,34.4,33.1,21.8,27.9,29.2,81.47,0.15,,25,,0.35,18.3,26.3,14.4,180.8,1007.4,41.7,90.4,,,0,,2021-02-24T06:45:59,2021-02-24T17:42:09,0.45,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-25,33.2,16.9,24.2,24.4,11.4,15.4,15.1,68.49,0.01,,12.5,,0,17.13,26.8,16.2,297.9,1019,40.8,98,,,0,,2021-02-25T06:44:19,2021-02-25T17:43:30,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-26,34.4,11.9,23.1,27.3,11.9,20.1,11.7,63.19,0,,0,,0,16.74,19,11,184.4,1028.6,15.1,109.6,,,0,,2021-02-26T06:42:38,2021-02-26T17:44:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-27,39.2,17.5,29.4,31.4,11,22.9,23.3,77.97,0.3,,29.17,,0,16.14,30,15.9,171.4,1017.8,45.4,89.6,,,0,,2021-02-27T06:40:56,2021-02-27T17:46:12,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-02-28,41.6,24.4,35.3,37.9,24.4,31.4,28.7,77.79,0.05,,20.83,,0,15.23,24.2,10.6,154.3,1019.4,33.2,90.7,,,0,,2021-02-28T06:39:13,2021-02-28T17:47:32,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-01,41.7,7.3,30.6,35.2,-10.7,19.9,20.9,67.8,0.14,,45.83,,0.29,13.6,34.8,23,262.7,1004.9,54.3,79,,,0,,2021-03-01T06:37:30,2021-03-01T17:48:52,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-02,20.5,0.6,9.9,14.7,-17.6,-5.4,-5,51.12,0.02,,8.33,,1.16,14.16,30.4,18.8,253.7,1020.8,12.5,91.7,,,0,,2021-03-02T06:35:45,2021-03-02T17:50:12,0.57,Snow,Clear conditions throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-03,33.1,20.5,28.7,27.9,11.1,21.7,22.2,76.85,0.09,,25,,0.69,14.86,19.7,10,260.3,1010.9,54.5,95.6,,,0,,2021-03-03T06:34:01,2021-03-03T17:51:32,0.61,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-04,28.6,14.5,18.6,21.7,-0.8,6,3,50.88,0,,0,,0,14.83,26.4,15.1,305.3,1015.4,37,90.8,,,0,,2021-03-04T06:32:15,2021-03-04T17:52:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-05,22.5,6.1,14.2,10.4,-9,0.7,-3.4,45.26,0,,0,,0,14.73,25.9,15,284.4,1013.7,41.7,90.6,,,0,,2021-03-05T06:30:29,2021-03-05T17:54:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-06,20.1,9.2,15.4,9.8,0.8,5.1,2.9,57.24,0,,0,,0,13.68,24.2,14.6,280.9,1019.7,50.8,91.1,,,0,,2021-03-06T06:28:42,2021-03-06T17:55:29,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-07,23.1,4.1,13.5,16.5,-4.8,6.2,0.4,56.56,0,,0,,0,13.3,,9.7,288,1028.8,15,91.8,,,0,,2021-03-07T06:26:55,2021-03-07T17:56:48,0.83,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-08,29.8,-6.5,16.3,29.6,-6.5,13.1,2.8,57.77,0,,0,,0.3,13.51,,8.6,226.8,1028.8,24.3,91.8,,,0,,2021-03-08T06:25:07,2021-03-08T17:58:06,0.88,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-09,44,24.8,33.1,40.3,18.3,29.8,21.7,63.82,0,,0,,0,13.12,,9.3,271.8,1026.9,22.1,91.7,,,0,,2021-03-09T06:23:19,2021-03-09T17:59:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-10,53.7,20.7,37.6,53.7,15.6,35.8,23.4,60.45,0,,0,,0,11.54,21.9,9.3,139.3,1026.5,5.5,81.4,,,0,,2021-03-10T06:21:31,2021-03-10T18:00:42,0.96,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-11,60.1,47.9,53.1,60.1,43.1,51.3,34.4,49.35,0.09,,12.5,,10.17,13.26,36.8,19.6,205,1013,37.3,90.4,,,0,,2021-03-11T06:19:42,2021-03-11T18:01:59,0.99,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-12,45.5,25.2,39,38.6,12.2,31,23.6,53.92,0,,0,,0,10.11,35.7,21.4,257.1,1016.4,23.3,90.6,,,0,,2021-03-12T06:17:52,2021-03-12T18:03:16,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-13,31.8,16.5,25,23.7,6.3,14.6,10.3,53.62,0,,0,,0.27,5.68,31.5,17.4,262.8,1023.9,28.5,91.3,,,0,,2021-03-13T06:16:03,2021-03-13T18:04:34,0,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-14,31.9,15.9,25.8,25,1.1,14.7,9.2,50.39,0,,0,,0.14,5.2,35.1,21.9,306.8,1019.8,26.4,94.7,,,0,,2021-03-14T07:14:13,2021-03-14T19:05:50,0.01,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-15,22.1,8,14.1,15.9,-6.6,3.2,-3.6,45.29,0,,0,,6.44,10.55,25.3,14.4,301.3,1031.5,2.4,92,,,0,,2021-03-15T07:12:22,2021-03-15T19:07:07,0.02,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-16,38.4,11.5,24.1,37.3,11.5,22.3,4.5,47.56,0,,0,,0,10.23,21.9,6.7,183.3,1023.9,6.1,92.5,,,0,,2021-03-16T07:10:32,2021-03-16T19:08:24,0.04,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-17,47.7,19.2,34.5,44.9,19.2,32.5,22.7,63.47,0,,0,,3.18,12.29,,7.8,153.2,1019.3,15.7,91,,,0,,2021-03-17T07:08:41,2021-03-17T19:09:40,0.07,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-18,41.4,28.1,36.4,35.2,16.8,30.5,24.1,65.25,0.09,,33.33,,0,10.65,24.6,14.9,243.8,1018.1,40.3,91.7,,,0,,2021-03-18T07:06:50,2021-03-18T19:10:56,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-19,33.8,16.6,25.1,27.9,5,15.5,4.1,40.79,0,,0,,0,9.19,28.9,14.8,153.9,1030.2,0.1,91.9,,,0,,2021-03-19T07:04:59,2021-03-19T19:12:12,0.15,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-20,52.9,27.7,38.4,52.9,18,32.2,21,51.44,0,,0,,0,6.32,21.9,13.6,224.2,1031.9,0,92.1,,,0,,2021-03-20T07:03:08,2021-03-20T19:13:28,0.2,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-21,60.4,24.7,42,60.4,24.7,40.6,20.5,48.15,0,,0,,0,5.06,,8.8,243.7,1032.7,0,86.9,,,0,,2021-03-21T07:01:17,2021-03-21T19:14:44,0.24,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-22,66.1,26.9,45.1,66.1,26.9,44.9,18.8,41.71,0,,0,,6.64,9.69,20.8,12.3,213.3,1026.1,0.1,91.5,,,0,,2021-03-22T06:59:26,2021-03-22T19:15:59,0.29,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-23,67.9,31.8,48.7,67.9,29,48.2,23.8,42.64,0,,0,,0,8.56,,9.9,165.5,1022.6,1.2,91.1,,,0,,2021-03-23T06:57:34,2021-03-23T19:17:14,0.34,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-24,56.4,39.9,49.7,56.4,39.9,49.2,38.2,65.99,0.17,,33.33,,0,6.81,25.3,9.9,138.8,1017.3,41.2,90.3,,,0,,2021-03-24T06:55:43,2021-03-24T19:18:30,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-25,66.6,45.2,56.6,66.6,43.3,56.3,45.2,68.7,0.18,,16.67,,0,5.18,30.1,18,192.8,1012.5,14.2,89.9,,,0,,2021-03-25T06:53:52,2021-03-25T19:19:45,0.43,Rain,Clear conditions throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-26,50.2,35.3,44.6,50.2,27.7,39.8,41.4,88.55,0.89,,91.67,,2.46,3.94,35.8,15,152.5,1004.9,55.4,85.5,,,0,,2021-03-26T06:52:01,2021-03-26T19:21:00,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-27,41.3,32.9,36.2,41.3,26.4,31.2,29.1,75.61,0.01,,8.33,,0.44,1.18,23,11.3,224.7,1020.3,54.2,91,,,0,,2021-03-27T06:50:10,2021-03-27T19:22:15,0.49,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-28,53.5,36.4,43.1,53.5,29.9,38.2,37.8,81.65,0.31,,37.5,,1.1,1.1,33.3,20.9,137.3,1002.6,47.3,90.2,,,0,,2021-03-28T06:48:19,2021-03-28T19:23:30,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-29,40.4,28,34.1,34.4,14.9,25.5,19.6,57.66,0.03,,12.5,,1,2.09,36.1,22.3,271.6,1013.4,34.6,80.4,,,0,,2021-03-29T06:46:28,2021-03-29T19:24:45,0.51,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-03-30,65.6,28.6,48.1,65.6,23.9,46.7,25.7,46.72,0,,4.17,,0.42,0.96,30.9,17.1,180.4,1019.4,0.4,93.1,,,0,,2021-03-30T06:44:37,2021-03-30T19:26:00,0.53,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
